,brief,header,pub_time,type,url
0,这其实是个爱情故事。,医疗AI公司Tempus完成1.1亿美元融资，团购教父再造独角兽,2小时前,AI+,https://www.leiphone.com/news/201808/AoSCCQY8um6FqQ7O.html
1,该报告主要阐述了摩根大通正在重新构建消费者业务模型，“数字化一切”的战略，并牺牲短期的利益以获取长期的盈利。,摩根大通数字化转型启示录：五大措施奠定下一代零售银行基石,5小时前,AI+,https://www.leiphone.com/news/201808/Ju82r6wz1kILicfU.html
2,2018年8月27日下午14点，华为真正打响了冲往智能安防市场的第一枪。,做安防，华为有戏吗？,11小时前,AI+,https://www.leiphone.com/news/201808/KgLaDul2QdZKadnb.html
3,以前期的货币政策与财政政策之争为标志，金融强监管政策似乎有了转向的信号，开始更多地侧重于促发展。问题来了，当政策转向促发展时，互联网消费金融行业有望送别“至暗时,宏观政策转向，消费金融行业能否送别“至暗时刻”？,19小时前,AI+,https://www.leiphone.com/news/201808/2866u02DkIF0IQRO.html
4,这是英特尔首次针对轻薄笔记本和2合1产品连接能力进行优化的系列产品。,英特尔最新第8代移动处理器，为修补安全漏洞性能预计会下降3-10％,2小时前,业界,https://www.leiphone.com/news/201808/yI5s6KxmrdBItPpf.html
5,当然，中文还是不要想了。,现在，你可以与 Google Assistant 进行双语混杂对话了,5小时前,业界,https://www.leiphone.com/news/201808/if0W17WukBkMztV8.html
6,对于智能手机体系，这注定又是个不平凡的秋季。,金色版iPhone XS真机图泄露，手机界“三国杀”又开始上演,8小时前,业界,https://www.leiphone.com/news/201808/GS8ul6RfK13PriLq.html
7,IFA 2018前夕，荣耀手机在德国柏林举办了荣耀Paly全球发布会,荣耀Magic2：用最简单的方法解决最复杂的问题,9小时前,业界,https://www.leiphone.com/news/201808/JPj0yObSR3xivlCj.html
8,“如果以IPO作为终极目标，我觉得很可能就到不了IPO”，花磊直截了当地表示。,专访BoCloud博云CEO花磊：容器云平台和云管理平台是刚需，定位PaaS场景而非容器标签,9小时前,业界,https://www.leiphone.com/news/201808/Ue0MCSfefNtYt3LA.html
9,很多人都知道“阿尔法狗”，不过你听说过“阿尔法蛋”吗？,是什么成就了中国最具创新力的公司，帮他们的超脑计划孵出阿尔法蛋？,11小时前,业界,https://www.leiphone.com/news/201808/VJLqp5yJda4YtjQQ.html
