,brief,header,news_url,pubtime,savetime
0,"骆民）赛为智能公告，公司与中电智云控股有限公司于2018年9月12日签订大数据建设、分析、云服务合同书，合同总价为145,000万元（暂定价），占公司2017年度经审计营业收入总额的96.76%，根 ...",赛为智能与中电智云签订14.5亿元大数据建设、云服务合同,http://finance.sina.com.cn/roll/2018-09-12/doc-ihiycyfx9274998.shtml,大数据,2018-09-12 22:00:53
1,极光大数据，作为最近登陆美股的第一家大数据概念公司，非常受到资本市场的关注，毕竟在二级市场，投资者对大数据公司的盈利模式，商业模式，公司、行业特点等都不是十分了解，所 ...,极光：首次登陆资本市场的大数据公司到底长什么样？,http://finance.sina.com.cn/zmt/2018-09-12/doc-ihiycyfx7472806.shtml,大数据,2018-09-12 22:00:53
2,当时乐亮吃惊的不是一个分站一年的工作量，而是在当今社会早已进入大数据时代的背景下，基层分站管理很大一部分却还停留在纸质文档时代，迎检材料摆满整整一个会议桌，而实际在计 ...,当“大数据”进军营之后……,http://mil.news.sina.com.cn/2018-09-12/doc-ihiixyeu6379804.shtml,大数据,2018-09-12 22:00:53
3,白皮书显示，就城市形象视频而言，北京、上海在数量上领先，而重庆、西安等新一线城市播放总量更胜一筹。新一线城市在城市形象视频播放量上领先，是受欢迎的“抖音之城”。将排行 ...,重庆成“抖音之城” 大数据揭秘如何打造网红城市,http://tech.sina.com.cn/roll/2018-09-11/doc-ihiycyfx2111954.shtml,大数据,2018-09-12 22:00:54
4,原标题：陕西广电涉足电竞产业建子公司 携高校推出大数据实验室 陕广锐玩公司成立启动。西部网讯（记者刘望）今天（9月11日）下午，陕西广电锐玩文化发展有限公司在西安宣布成立 ...,陕西广电涉足电竞产业建子公司 携高校推出大数据实验室,http://news.sina.com.cn/o/2018-09-11/doc-ihiycyfx2361523.shtml,大数据,2018-09-12 22:00:54
5,广东省各大高校陆续完成新生入学工作，逐渐步入开学迎新季。近日，广东各大高校纷纷发布新生大数据，今年中山大学94%的本科新生都是“00后”；广东外语外贸大学的新生中，女生人数 ...,广东高校新生大数据：最小14岁 陈姓最多,http://edu.sina.com.cn/gaokao/2018-09-10/doc-ihivtsyk9090157.shtml,大数据,2018-09-12 22:00:54
6,原标题：审计署南京特派办：多措并举加强审计信息化建设与大数据审计 最近，审计署南京特派办根据署党组开展的全国审计机关2018年度集中整训课程及转播安排，组织全办人员开展了 ...,审计署南京特派办：多措并举加强审计信息化建设与大数据审计,http://news.sina.com.cn/o/2018-09-11/doc-ihiycyfx0401392.shtml,大数据,2018-09-12 22:00:54
7,原标题：政务大数据便民惠民初见成效 创新服务模式，省政务数据大厅“智慧大脑”显神通 政务大数据便民惠民初见成效？省政务数据大厅内，工作人员在紧张地工作。■海报集团全媒 ...,政务大数据便民惠民初见成效,http://news.sina.com.cn/c/2018-09-11/doc-ihiixzkm7277146.shtml,大数据,2018-09-12 22:00:55
8,原标题：市人大常委会开展执法检查 推动大数据地方立法落地 8月21日，市人大常委会启动对《贵州省大数据发展应用促进条例》《贵阳市政府数据共享开放条例》的执法检查。未来两天中 ...,市人大常委会开展执法检查 推动大数据地方立法落地,http://news.sina.com.cn/c/2018-09-11/doc-ihiixyeu6058413.shtml,大,2018-09-12 22:00:55
9,原标题：经开区获批创建全国首个大数据安全认证示范区 国家认证认可监督管理委员会日前发来复函，同意贵阳经济技术开发区创建“大数据安全认证示范区”。据悉，该示范区系全国首个 ...,经开区获批创建全国首个大数据安全认证示范区,http://news.sina.com.cn/c/2018-09-11/doc-ihiycyfw9149351.shtml,大数据,2018-09-12 22:00:55
